E1,E2,E3,E4,P1,P2,P3,P4
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
0.00019372444052572364,0.0002590094590323628,0.00036025143073629604,-8.530125973717246e-06,0.0025099372873523366,0.0016958005644331492,0.0008480981009190037,0.002022820789280119
